timestamp_utc,protocol,device_class,avg_power_w_assumed,device_id,scenario,cycle,messages,payload_size_bytes,handshake_latency_ms,resumed,resume_expected,resume_success,reconnect_success,avg_encrypt_ms,avg_roundtrip_ms,throughput_mbps,cpu_utilization_pct,memory_delta_mb,cycle_duration_s,cpu_time_s,estimated_energy_j,energy_per_message_mj,session_id,connection_id
2026-03-15T10:13:26.400327+00:00,proposed,phone_midrange,2.500000,host-phone-sim,stable_wifi,1,100,128,40.507700,0,0,0,1,1.549574,3.971416,0.020469,36.679978,0.949219,0.596374,0.218750,1.490936,14.909360,bfe200f7c0074585,47bdc4951cb155b5
2026-03-15T10:13:27.998769+00:00,proposed,phone_midrange,2.500000,host-phone-sim,stable_wifi,2,100,128,33.641700,1,1,1,1,1.608681,3.987953,0.020490,62.945867,0.214844,0.595750,0.375000,1.489375,14.893750,bfe200f7c0074585,47bdc4951cb155b5
2026-03-15T10:13:29.661192+00:00,proposed,phone_midrange,2.500000,host-phone-sim,stable_wifi,3,100,128,55.320900,1,1,1,1,1.905669,4.127556,0.018458,37.802747,0.015625,0.661328,0.250000,1.653319,16.533190,bfe200f7c0074585,47bdc4951cb155b5
2026-03-15T10:13:40.368038+00:00,baseline,phone_midrange,2.500000,host-phone-sim,stable_wifi,1,100,128,8.621400,0,0,0,1,0.011420,0.183889,0.410741,52.574909,2.304688,0.029720,0.015625,0.074299,0.742988,147417a722798693,baseline-no-cid
2026-03-15T10:13:41.414217+00:00,baseline,phone_midrange,2.500000,host-phone-sim,stable_wifi,2,100,128,2.411100,0,0,0,1,0.021944,0.387073,0.271090,104.098656,0.121094,0.045029,0.046875,0.112574,1.125735,eccd481bd6d26e05,baseline-no-cid
2026-03-15T10:13:42.473836+00:00,baseline,phone_midrange,2.500000,host-phone-sim,stable_wifi,3,100,128,3.344200,0,0,0,1,0.030151,0.497696,0.209180,53.550161,0.000000,0.058357,0.031250,0.145891,1.458913,5c2582c48ad316f8,baseline-no-cid
